GramBank ID	Hedvigs thematic order	Feature	Possible Values	Clarifying Comments	OLD DO NOT USE Draft of clarifying comments to outsiders (before Jeremy, Hannah and Hedvigs draft)	Feature patron	Suggested standardised comments	Suggested standardised comments in dropdown menu form	progress on new description	Feature question in French	Relevant unit(s)	Function	Formal means	Unnamed: 14	Dependencies	Legacy status	GramBank-status	Work in progress comment	Jeremy - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (add complement?)	Hedvig - Estimated action commentary	Wordhood issues	NTS or GramBank?	dependencies in the grambank features	Inspired by WALS	di garbo	have been dealt with during homework1 (Jeremy, Hanna, Hedvig)	Africa-spec	Complementing F1-F160	other complements	Very hard to deny	Prone to misunderstandings among researchers	Requires extensive data on the language	Design (just from Hedvigs memory)	"Relevant for Nick and ""Parabank"""	Last edited	Is there a typological survey that already covers this feature somehow?	Previous comments	Old comments	Hedvig's meta-comment (mostly to herself)	Harald's clarification and/or reformulation	Old feature number	Old feature	db_Object	db_Domain
R5203		Is the term for father the same as the term for father's brother  (i.e. F = FB)?	3:no data;2:?;1:y;0:n																																										Is the term for father the same as the term for father's brother  (i.e. F = FB)?	{'1': <DomainElement 'R5203-1'>, '0': <DomainElement 'R5203-0'>, '3': <DomainElement 'R5203-3'>, '2': <DomainElement 'R5203-2'>, '?': <DomainElement 'R5203-?'>}
R5204		Is the term for mother's brother the same as the term for father's brother (i.e. MB = FB)?	3:no data;2:?;1:y;0:n																																										Is the term for mother's brother the same as the term for father's brother (i.e. MB = FB)?	{'1': <DomainElement 'R5204-1'>, '0': <DomainElement 'R5204-0'>, '3': <DomainElement 'R5204-3'>, '2': <DomainElement 'R5204-2'>, '?': <DomainElement 'R5204-?'>}
R5205		Are there self-converse grandparent terms?	1:no data;2:?;0:n																																										Are there self-converse grandparent terms?	{'1': <DomainElement 'R5205-1'>, '0': <DomainElement 'R5205-0'>, '2': <DomainElement 'R5205-2'>, '?': <DomainElement 'R5205-?'>}
R5206		Is there a terminological distinction between cross- and parallel-cousins?	3:no data;2:?;1:y;0:n																																										Is there a terminological distinction between cross- and parallel-cousins?	{'1': <DomainElement 'R5206-1'>, '0': <DomainElement 'R5206-0'>, '3': <DomainElement 'R5206-3'>, '2': <DomainElement 'R5206-2'>, '?': <DomainElement 'R5206-?'>}
R5207		Is there a terminological distinction between first and second cousins (for at least some types of cousin)?	3:no data;2:?;1:y;0:n																																										Is there a terminological distinction between first and second cousins (for at least some types of cousin)?	{'1': <DomainElement 'R5207-1'>, '0': <DomainElement 'R5207-0'>, '3': <DomainElement 'R5207-3'>, '2': <DomainElement 'R5207-2'>, '?': <DomainElement 'R5207-?'>}
R5208		Is there a terminological distinction between patrilateral and matrilateral cousins (for at least some types of cousin)?	3:no data;2:?;1:y;0:n																																										Is there a terminological distinction between patrilateral and matrilateral cousins (for at least some types of cousin)?	{'1': <DomainElement 'R5208-1'>, '0': <DomainElement 'R5208-0'>, '3': <DomainElement 'R5208-3'>, '2': <DomainElement 'R5208-2'>, '?': <DomainElement 'R5208-?'>}
R5209		Is the term for a man's child distinct from the term for a woman's child?	2:no data;1:?;0:n																																										Is the term for a man's child distinct from the term for a woman's child?	{'1': <DomainElement 'R5209-1'>, '0': <DomainElement 'R5209-0'>, '2': <DomainElement 'R5209-2'>, '?': <DomainElement 'R5209-?'>}
R5210		Is the term for a man's child the same as the term for a woman's brother's child?	3:no data;2:?;0:y;1:n																																										Is the term for a man's child the same as the term for a woman's brother's child?	{'1': <DomainElement 'R5210-1'>, '0': <DomainElement 'R5210-0'>, '3': <DomainElement 'R5210-3'>, '2': <DomainElement 'R5210-2'>, '?': <DomainElement 'R5210-?'>}
R5211		Is relative age a factor in differentiating at least one sibling term?	1:no data;2:?;0:y																																										Is relative age a factor in differentiating at least one sibling term?	{'1': <DomainElement 'R5211-1'>, '0': <DomainElement 'R5211-0'>, '2': <DomainElement 'R5211-2'>, '?': <DomainElement 'R5211-?'>}
R5212		Is sex of referent a factor in differentiating at least one sibling term?	3:no data;2:?;1:y;0:n																																										Is sex of referent a factor in differentiating at least one sibling term?	{'1': <DomainElement 'R5212-1'>, '0': <DomainElement 'R5212-0'>, '3': <DomainElement 'R5212-3'>, '2': <DomainElement 'R5212-2'>, '?': <DomainElement 'R5212-?'>}
SD224		What is the relative position of possessor noun and possessed in the attributive possessive construction?	0:1;2:3;1:posn n																																										What is the relative position of possessor noun and possessed in the attributive possessive construction?	{'1': <DomainElement 'SD224-1'>, '0': <DomainElement 'SD224-0'>, '2': <DomainElement 'SD224-2'>, '?': <DomainElement 'SD224-?'>}
SD295		Do demonstratives encode direction (based on a coordinate system)?	2:?;0:y;1:n																																										Do demonstratives encode direction (based on a coordinate system)?	{'1': <DomainElement 'SD295-1'>, '0': <DomainElement 'SD295-0'>, '2': <DomainElement 'SD295-2'>, '?': <DomainElement 'SD295-?'>}
SD319		Are S and A marked by the same prefix/proclitic?	1:y;0:n																																										Are S and A marked by the same prefix/proclitic?	{'1': <DomainElement 'SD319-1'>, '0': <DomainElement 'SD319-0'>, '?': <DomainElement 'SD319-?'>}
SD320		Are S and A marked by the same suffix/enclitic?	1:?;0:n																																										Are S and A marked by the same suffix/enclitic?	{'1': <DomainElement 'SD320-1'>, '0': <DomainElement 'SD320-0'>, '?': <DomainElement 'SD320-?'>}
SD321		Are S and O marked by the same affix/clitic?	2:n/a;0:y;1:n																																										Are S and O marked by the same affix/clitic?	{'1': <DomainElement 'SD321-1'>, '0': <DomainElement 'SD321-0'>, '?': <DomainElement 'SD321-?'>}
SD341		Can negation be marked postverbally?	0:y;1:n																																										Can negation be marked postverbally?	{'1': <DomainElement 'SD341-1'>, '0': <DomainElement 'SD341-0'>, '?': <DomainElement 'SD341-?'>}
SD342		Can negation be marked preverbally?	1:y;0:n																																										Can negation be marked preverbally?	{'1': <DomainElement 'SD342-1'>, '0': <DomainElement 'SD342-0'>, '?': <DomainElement 'SD342-?'>}
SD343		Are there negative verbs?	2:?;0:y;1:n																																										Are there negative verbs?	{'1': <DomainElement 'SD343-1'>, '0': <DomainElement 'SD343-0'>, '2': <DomainElement 'SD343-2'>, '?': <DomainElement 'SD343-?'>}
SD344		Are there adjectives (elements denoting property concepts) that act like nouns?	1:y;0:n																																										Are there adjectives (elements denoting property concepts) that act like nouns?	{'1': <DomainElement 'SD344-1'>, '0': <DomainElement 'SD344-0'>, '?': <DomainElement 'SD344-?'>}
SD369		Can ideophones act like their own morphosyntactic class?	1:no data;2:?;0:n																																										Can ideophones act like their own morphosyntactic class?	{'1': <DomainElement 'SD369-1'>, '0': <DomainElement 'SD369-0'>, '2': <DomainElement 'SD369-2'>, '?': <DomainElement 'SD369-?'>}
SD381		Is sex of speaker a factor in differentiating at least one sibling term?	3:no data;2:?;0:y;1:n																																										Is sex of speaker a factor in differentiating at least one sibling term?	{'1': <DomainElement 'SD381-1'>, '0': <DomainElement 'SD381-0'>, '3': <DomainElement 'SD381-3'>, '2': <DomainElement 'SD381-2'>, '?': <DomainElement 'SD381-?'>}
SD388		Are there allophonic phonation types for vowels?	0:y;1:n																																										Are there allophonic phonation types for vowels?	{'1': <DomainElement 'SD388-1'>, '0': <DomainElement 'SD388-0'>, '?': <DomainElement 'SD388-?'>}
SD389		Is there nominalizing morphology?	0:y																																										Is there nominalizing morphology?	{'0': <DomainElement 'SD389-0'>, '?': <DomainElement 'SD389-?'>}
SD390		Can horizontal direction be marked in demonstratives?	1:y;0:n																																										Can horizontal direction be marked in demonstratives?	{'1': <DomainElement 'SD390-1'>, '0': <DomainElement 'SD390-0'>, '?': <DomainElement 'SD390-?'>}
SD391		Is there a predicative possessive construction?	0:y																																										Is there a predicative possessive construction?	{'0': <DomainElement 'SD391-0'>, '?': <DomainElement 'SD391-?'>}
SD392		Are S and O marked by the same prefix/proclitic?	0:n																																										Are S and O marked by the same prefix/proclitic?	{'0': <DomainElement 'SD392-0'>, '?': <DomainElement 'SD392-?'>}
SD393		Are S and O marked by the same suffix/enclitic?	0:n																																										Are S and O marked by the same suffix/enclitic?	{'0': <DomainElement 'SD393-0'>, '?': <DomainElement 'SD393-?'>}
SD394		Are there suppletive forms for negated verbs?	0:y																																										Are there suppletive forms for negated verbs?	{'0': <DomainElement 'SD394-0'>, '?': <DomainElement 'SD394-?'>}
SD395		Is topological information expressed by adpositions?	0:n																																										Is topological information expressed by adpositions?	{'0': <DomainElement 'SD395-0'>, '?': <DomainElement 'SD395-?'>}
SD396		Is topological information expressed by nouns?	0:y																																										Is topological information expressed by nouns?	{'0': <DomainElement 'SD396-0'>, '?': <DomainElement 'SD396-?'>}
SD397		Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?	0:y																																										Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?	{'0': <DomainElement 'SD397-0'>, '?': <DomainElement 'SD397-?'>}
SD398		Do geocentric terms have deictic use?	0:y																																										Do geocentric terms have deictic use?	{'0': <DomainElement 'SD398-0'>, '?': <DomainElement 'SD398-?'>}
SD399		Can geocentric terms function as adverbs?	0:y																																										Can geocentric terms function as adverbs?	{'0': <DomainElement 'SD399-0'>, '?': <DomainElement 'SD399-?'>}
SD400		Can geocentric terms function as adpositions?	0:y																																										Can geocentric terms function as adpositions?	{'0': <DomainElement 'SD400-0'>, '?': <DomainElement 'SD400-?'>}
SD401		Can demonstratives function as adverbs (without changing its form)?	0:y;1:n																																										Can demonstratives function as adverbs (without changing its form)?	{'1': <DomainElement 'SD401-1'>, '0': <DomainElement 'SD401-0'>, '?': <DomainElement 'SD401-?'>}
SD402		Can demonstratives function as prepositions (without changing its form)?	0:y;1:n																																										Can demonstratives function as prepositions (without changing its form)?	{'1': <DomainElement 'SD402-1'>, '0': <DomainElement 'SD402-0'>, '?': <DomainElement 'SD402-?'>}
SD403		Is it possible to employ an absolute frame of reference when expressing projective spatial relations?	0:y																																										Is it possible to employ an absolute frame of reference when expressing projective spatial relations?	{'0': <DomainElement 'SD403-0'>, '?': <DomainElement 'SD403-?'>}
SD404		Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?	0:y																																										Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?	{'0': <DomainElement 'SD404-0'>, '?': <DomainElement 'SD404-?'>}
SD405		Is it possible to employ a relative frame of reference when expressing projective spatial relations?	1:?;0:n																																										Is it possible to employ a relative frame of reference when expressing projective spatial relations?	{'1': <DomainElement 'SD405-1'>, '0': <DomainElement 'SD405-0'>, '?': <DomainElement 'SD405-?'>}
SD406		Is it possible to use another frame of reference?	1:?;0:y																																										Is it possible to use another frame of reference?	{'1': <DomainElement 'SD406-1'>, '0': <DomainElement 'SD406-0'>, '?': <DomainElement 'SD406-?'>}
SD407		Which frame of reference is preferred in the expression of projective spatial relations?	1:?;0:a																																										Which frame of reference is preferred in the expression of projective spatial relations?	{'1': <DomainElement 'SD407-1'>, '0': <DomainElement 'SD407-0'>, '?': <DomainElement 'SD407-?'>}
