ID,Parameter_ID,Language_ID,Feature,Code_ID,Answer,Comment,Source,Possible_Values,Suggested_standardised_comments
6051,R1103,lama1277-lewoi,How many places of articulation are there for nasals?,3,3,,needs-check,1:2;0:3,
6052,R1103a,lama1277-lewoi,Are there as many points of articulation for nasals as there are for stops?,0,n,,,0:n;1:y,
6053,R1103b,lama1277-lewoi,Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?,0,n,,,0:n,
6054,R1105,lama1277-lewoi,Are there fricative phonemes?,0,y,,,0:y,
6055,R1106,lama1277-lewoi,Are there phonemic prenasalised stops?,0,n,,,0:n,
6056,R1107,lama1277-lewoi,Is there a phonemic distinction between l/r?,0,y,,,0:y,
6057,R1108,lama1277-lewoi,Is there a phonemic velar fricative or glide?,0,n,,,0:n;1:y,
6058,R1109,lama1277-lewoi,Is there a voicing contrast between oral (i.e. non-prenasal) stops?,1,n,,,1:n;0:y,
6059,R1109a,lama1277-lewoi,Is there a laminal/apical contrast?,0,n,,,0:n,
6060,R1109b,lama1277-lewoi,Are there retroflexed consonants?,0,n,,,0:n,
6061,R1110,lama1277-lewoi,Is there phonemic consonant length?,0,n,,,0:n;1:y,
6062,R1111,lama1277-lewoi,Is there phonemic vowel length?,1,n,,,1:n;0:y,
6063,R1112,lama1277-lewoi,Are there contrastive phonation types for vowels?,0,n,,,0:n;1:y,
6064,R1113a,lama1277-lewoi,Are there two or more contrastive central vowels?,0,y,schwa and /a/,,1:n;0:y,
6065,R1115,lama1277-lewoi,Is there lexically determined suprasegmental prominence?,1,n,,,1:n;0:y,
6066,R1116,lama1277-lewoi,Is there weight-sensitive suprasegmental prominence,?,Not known,,,1:n;0:y,
6067,R1117,lama1277-lewoi,Is there syllable position sensitive suprasegmental prominence?,0,y,stress is not discussed in Elvis' PhD but my word list suggests regular stress on penultimate syllable of root,,1:n;2:no data;0:y;3:?,
6068,R1118,lama1277-lewoi,Is there a tonal system?,1,n,,,1:n;0:y,
6069,R1202,lama1277-lewoi,Are there word-final consonants?,0,y,,,0:y,
6070,R1203a,lama1277-lewoi,Are there consonant clusters (not counting prenasalized consonants) in syllable onset?,0,n,,,0:n;1:y,
6071,R1204,lama1277-lewoi,Are there consonant clusters (not counting prenasalized consonants) in syllable coda?,0,n,,,0:n;1:y,
6072,R2203,lama1277-lewoi,Is number marked in pronouns?,0,y,,,0:y,
6073,R2504a,lama1277-lewoi,Is plant status a relevant category in the noun class/gender system?,?,Not known,,,1:n;0:y,
6074,R2507,lama1277-lewoi,Is there concord beyond the NP; i.e. agreement of elements outside the NP with the noun class of a noun?,?,Not known,,,0:n,
6075,R2508,lama1277-lewoi,Are there classifiers?,0,y,,N&K2007: 29,1:n;0:y;2:?,
6076,R2601,lama1277-lewoi,Are there possessive classes?,0,y,,,1:n;0:y,
6077,R2702,lama1277-lewoi,Is there evidence for any element of a quinary counting system?,1,n,,,1:n;0:y,
6078,R2703b,lama1277-lewoi,Is there a minimal counting system or no clear number altogether?,0,n,,,0:n,
6079,R3103,lama1277-lewoi,Do the same morphemes systematically encode both TAM and person?,?,Not known,,,0:n,
6080,R3502,lama1277-lewoi,Is gender marked anywhere separately to person?,0,n,,,0:n,
6081,R3605,lama1277-lewoi,Is there intransitivising morphology (include clitics)?,2,y,,,0:n;2:y;1:?,
6082,R4305a,lama1277-lewoi,Are there relative clauses; i.e. embedded construction by which a clause modifies a head N?,0,y,,,2:n;0:y;1:?,
6083,R4307,lama1277-lewoi,Are there purposive non-finite subordinate clauses?,0,n,kedin 'then' conjoins clauses,,0:n;1:y;2:?,
6084,R4308,lama1277-lewoi,Are there temporal non-finite subordinate clauses?,0,n,,,0:n;1:y;2:?,
6085,R4308a,lama1277-lewoi,Are there conditional non-finite subordinate clauses?,1,n,kalo/kalau 'if' introduces first clause but there is no subordinate clause,,1:n;0:y;2:?,
6086,R4309a,lama1277-lewoi,Are there complement clauses for speech verbs?,0,y,marin 'COMPL < say' functions as complementizer of quotes and thoughts,N&K2007: 119,1:n;3:no data;0:y;2:?,
6087,R4309b,lama1277-lewoi,Are there complement clauses for perception verbs?,1,n,,N&K2007: 119,1:n;3:no data;0:y;2:?,
6088,R4309c,lama1277-lewoi,Is there a complementizer that precedes a complement clause?,2,y,marin 'COMPL < say' functions as complementizer of quotes and thoughts,N&K2007: 119,0:n;1:no data;2:y;3:?,
6089,R4309d,lama1277-lewoi,Is there a complementizer that follows a complement clause?,0,n,,,0:n;1:no data;2:y;3:?,
6090,R4311,lama1277-lewoi,Are there participle or gerund constructions; morphologically separate from RC or subordinate clauses?,0,n,,,0:n;1:?,
6091,R5202,lama1277-lewoi,Is there a construction encoding kin dyads?,2,y,examples of such dyads forming compounds include ema'an-bapan  'parents'; opu-belake 'males of the wife's clan; ana opu 'males of the husband's clan'; na'an bine 'brothers and sisters',N&K2007:56,1:n;0:no data;2:y;3:?,
6092,R5203,lama1277-lewoi,Is the term for father the same as the term for father's brother  (i.e. F = FB)?,0,n,kinship task and word list gives bapaɁ/k for father,kinship task,0:n;3:no data;1:y;2:?,
6093,R5204,lama1277-lewoi,Is the term for mother's brother the same as the term for father's brother (i.e. MB = FB)?,1,y,both besa,kinship task,0:n;3:no data;1:y;2:?,
6094,R5205,lama1277-lewoi,Are there self-converse grandparent terms?,2,Not known,,kinship task;needs-check,0:n;1:no data;2:?,
6095,R5206,lama1277-lewoi,Is there a terminological distinction between cross- and parallel-cousins?,1,y,,kinship task,0:n;3:no data;1:y;2:?,
6096,R5207,lama1277-lewoi,Is there a terminological distinction between first and second cousins (for at least some types of cousin)?,1,y,,kinship task,0:n;3:no data;1:y;2:?,
6097,R5208,lama1277-lewoi,Is there a terminological distinction between patrilateral and matrilateral cousins (for at least some types of cousin)?,1,y,,kinship task,0:n;3:no data;1:y;2:?,
6098,R5209,lama1277-lewoi,Is the term for a man's child distinct from the term for a woman's child?,0,n,,kinship task,0:n;2:no data;1:?,
6099,R5210,lama1277-lewoi,Is the term for a man's child the same as the term for a woman's brother's child?,0,y,wife's brother's son is ipa; all the  other children are ana' ,kinship task,1:n;3:no data;0:y;2:?,
6100,R5211,lama1277-lewoi,Is relative age a factor in differentiating at least one sibling term?,0,y,,kinship task,1:no data;0:y;2:?,
6101,R5212,lama1277-lewoi,Is sex of referent a factor in differentiating at least one sibling term?,0,n,,kinship task,0:n;3:no data;1:y;2:?,
6102,SD224,lama1277-lewoi,What is the relative position of possessor noun and possessed in the attributive possessive construction?,3,3,possessed-possessor is the unmarked order,Klamer 2012: 81-82;needs-check,0:1;1:posn n;2:3,
6103,SD295,lama1277-lewoi,Do demonstratives encode direction (based on a coordinate system)?,1,n,,,1:n;0:y;2:?,
6104,SD319,lama1277-lewoi,Are S and A marked by the same prefix/proclitic?,?,Not known,,,0:n;1:y,
6105,SD320,lama1277-lewoi,Are S and A marked by the same suffix/enclitic?,?,Not known,,,0:n;1:?,
6106,SD321,lama1277-lewoi,Are S and O marked by the same affix/clitic?,0,y,,,1:n;0:y,
6107,SD341,lama1277-lewoi,Can negation be marked postverbally?,0,y,,,1:n;0:y,
6108,SD342,lama1277-lewoi,Can negation be marked preverbally?,0,n,,,0:n;1:y,
6109,SD343,lama1277-lewoi,Are there negative verbs?,0,y,e.g. eka 'must not' and gehi 'not want', 120;N&K2007: 75-76,1:n;0:y;2:?,
6110,SD344,lama1277-lewoi,Are there adjectives (elements denoting property concepts) that act like nouns?,?,Not known,,,0:n;1:y,
6111,SD369,lama1277-lewoi,Can ideophones act like their own morphosyntactic class?,2,Not known,,needs-check,0:n;1:no data;2:?,
6112,SD381,lama1277-lewoi,Is sex of speaker a factor in differentiating at least one sibling term?,2,Not known,,kinship task;needs-check,1:n;3:no data;0:y;2:?,
6113,SD388,lama1277-lewoi,Are there allophonic phonation types for vowels?,?,Not known,,,1:n;0:y,
6114,SD389,lama1277-lewoi,Is there nominalizing morphology?,?,Not known,,,0:y,
6115,SD390,lama1277-lewoi,Can horizontal direction be marked in demonstratives?,?,Not known,,,0:n;1:y,
6116,SD391,lama1277-lewoi,Is there a predicative possessive construction?,?,Not known,,,0:y,
6117,SD392,lama1277-lewoi,Are S and O marked by the same prefix/proclitic?,?,Not known,,,0:n,
6118,SD393,lama1277-lewoi,Are S and O marked by the same suffix/enclitic?,?,Not known,,,0:n,
6119,SD394,lama1277-lewoi,Are there suppletive forms for negated verbs?,?,Not known,,,0:y,
6120,SD395,lama1277-lewoi,Is topological information expressed by adpositions?,?,Not known,,,0:n,
6121,SD396,lama1277-lewoi,Is topological information expressed by nouns?,?,Not known,,,0:y,
6122,SD397,lama1277-lewoi,Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?,?,Not known,,,0:y,
6123,SD398,lama1277-lewoi,Do geocentric terms have deictic use?,?,Not known,,,0:y,
6124,SD399,lama1277-lewoi,Can geocentric terms function as adverbs?,?,Not known,,,0:y,
6125,SD400,lama1277-lewoi,Can geocentric terms function as adpositions?,?,Not known,,,0:y,
6126,SD401,lama1277-lewoi,Can demonstratives function as adverbs (without changing its form)?,?,Not known,,,1:n;0:y,
6127,SD402,lama1277-lewoi,Can demonstratives function as prepositions (without changing its form)?,?,Not known,,,1:n;0:y,
6128,SD403,lama1277-lewoi,Is it possible to employ an absolute frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
6129,SD404,lama1277-lewoi,Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
6130,SD405,lama1277-lewoi,Is it possible to employ a relative frame of reference when expressing projective spatial relations?,?,Not known,,,0:n;1:?,
6131,SD406,lama1277-lewoi,Is it possible to use another frame of reference?,?,Not known,,,0:y;1:?,
6132,SD407,lama1277-lewoi,Which frame of reference is preferred in the expression of projective spatial relations?,?,Not known,,,0:a;1:?,
6133,GB014,maka1316,Is there weight-sensitive suprasegmental prominence; suprasegmental prominence can be loudness; duration; pitch; i.e. stress or tone phenomena?,1,y,, section 2.5;Huber To appear,0:n;2:no data;1:y;3:?,
6134,GB020,maka1316,Are there definite or specific articles?,2,y,The article =ee,,3:n;1: present;2:y;0: absent,Not mentioned; Form same as demonstratives; Form same as pronoun; Definiteness marking is done by an element with another function such as numeral classifiers; Definiteness marking is very restricted
6135,GB021,maka1316,Is an indefinite NP obligatorily accompanied by an indefinite (or non-specific) article?,2,n,,,2:n;1: present;0: absent,Not mentioned; It exists but it is not obligatory; Same as numeral 'one'
6136,GB022,maka1316,Are there prenominal articles?,2,n,,,2:n;1: present;0: absent,Not mentioned; The definite article is prenominal; The indefinite article is prenominal; The definite article is a prefix; The indefinite article is a prefix
6137,GB023,maka1316,Are there postnominal articles?,2,y,,,3:n;1: present;2:y;0: absent,Not mentioned; The definite article is postnominal; The indefinite article is postnominal; The definite article is a suffix; The indefinite article is a suffix
6138,GB024,maka1316,What is the order of numeral and noun in the NP?,2,N-Num,,needs-check,3: both.;2: N-Num;4:2;1: Num-N,Not mentioned; Mostly numeral-noun with a few exceptions; Mostly noun-numeral with a few exceptions; Either order occurs with any numeral
6139,GB025,maka1316,What is the order of demonstrative and noun in the NP?,2,N-Dem,,needs-check,3: both.;1: Dem-N;4:3;5:2;2: N-Dem,Not mentioned; Different demonstratives take different orders; There is free variation; Demonstrative construction has a form both before and after the noun; Demonstrative are treated as suffixes; Demonstrative are treated as prefixes
6140,GB026,maka1316,Are there 'discontinuous noun phrases'?,2,n,,,2:n;1: present;0: absent,Not mentioned
6141,GB027,maka1316,Is there a difference between the marking of NP coordination ('John and Mary went to market') and the marking of comitative phrases ('John went to market with Mary')?,3,n,to and i are used to coordinate NPs as well as sentences; guba 'with',,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned
6142,GB028,maka1316,Is there an inclusive/exclusive distinction?,2,y,,,0: absent;1: present;2:y,Not mentioned
6143,GB029,maka1316,Is there a minimal-augmented system?,0,n,,,0:n,
6144,GB030,maka1316,Is there a gender distinction in 3rd person pronouns (or demonstratives; if no 3rd person pronouns)?,2,n,,,2:n;1: present;0: absent,Not mentioned
6145,GB031,maka1316,Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?,2,n,,,2:n;1: present;0: absent;3:y;4:?,Not mentioned
6146,GB032,maka1316,Are 1st and 2nd persons conflated in any context?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned; Same pronoun form covering both first and second person in some context; Person is marked on the verb and there is a context where first and second person are the same
6147,GB033,maka1316,Are 2nd and 3rd persons conflated in non-singular numbers?,0,n,,,0:n,
6148,GB034,maka1316,Are person categories neutralized under some conditions?,2,n,,,2:n;1: present;0: absent,Not mentioned; Under negation; In a certain TAM context; Unclear whether the verb form counts as finite
6149,GB035,maka1316,Is there an opposition between three or more distance terms in the demonstrative system?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The distinction is distance from speaker versus hearer
6150,GB036,maka1316,Is elevation morphologically marked in demonstratives?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned
6151,GB037,maka1316,Is the opposition visible-non-visible marked on demonstratives?,2,n,,,2:n;1: present;0: absent;3:y;4:?,Not mentioned
6152,GB038,maka1316,Are there demonstrative classifiers?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned; The demonstrative classifier system is the same as another classifier system; Demonstratives agree with what is treated as noun classes
6153,GB039,maka1316,Are there declensions (partly) determined by number of the noun?,2,n,,,2:n;1: present;0: absent,Not mentioned; There are different forms for marking number depending on the noun class; There are different forms for marking number which seem to be phonologically conditioned; The markers are adjacentbut not treated as bound
